Episode,Rating
"S1E1 Pilot",7.301234567891
"S1E2 The Aftermath",7.501234567891
"S1E3 Blind Date",7.901234567891
"S1E4 Jack the Writer",7.501234567891
"S1E5 Jack-Tor",8.101234567891
"S1E6 Jack Meets Dennis",7.601234567891
"S1E7 Tracy Does Conan",8.301234567891
"S1E8 The Break-Up",7.801234567891
"S1E9 The Baby Show",7.901234567891
"S1E10 The Rural Juror",8.001234567891
"S1E11 The Head and the Hair",8.101234567891
"S1E12 Black Tie",8.501234567891
"S1E13 Up All Night",8.001234567891
"S1E14 The C Word",7.801234567891
"S1E15 Hard Ball",8.301234567891
"S1E16 The Source Awards",7.801234567891
"S1E17 The Fighting Irish",7.801234567891
"S1E18 Fireworks",8.101234567891
"S1E19 Corporate Crush",7.701234567891
"S1E20 Cleveland",8.001234567891
"S1E21 Hiatus",8.101234567891
"S2E1 SeinfeldVision",8.301234567891
"S2E2 Jack Gets in the Game",7.901234567891
"S2E3 The Collection",7.701234567891
"S2E4 Rosemary's Baby",8.101234567891
"S2E5 Greenzo",8.301234567891
"S2E6 Somebody to Love",8.101234567891
"S2E7 Cougars",8.001234567891
"S2E8 Secrets and Lies",7.801234567891
"S2E9 Ludachristmas",8.201234567891
"S2E10 Episode 210",8.001234567891
"S2E11 MILF Island",8.401234567891
"S2E12 Subway Hero",7.701234567891
"S2E13 Succession",8.301234567891
"S2E14 Sandwich Day",8.101234567891
"S2E15 Cooter",8.401234567891
"S3E1 Do-Over",8.201234567891
"S3E2 Believe in the Stars",8.401234567891
"S3E3 The One with the Cast of 'Night Court'",8.001234567891
"S3E4 Gavin Volure",8.101234567891
"S3E5 Reunion",8.601234567891
"S3E6 Christmas Special",7.701234567891
"S3E7 Señor Macho Solo",8.101234567891
"S3E8 Flu Shot",7.701234567891
"S3E9 Retreat to Move Forward",8.001234567891
"S3E10 Generalissimo",8.501234567891
"S3E11 St. Valentine's Day",8.201234567891
"S3E12 Larry King",8.001234567891
"S3E13 Goodbye, My Friend",8.001234567891
"S3E14 The Funcooker",8.301234567891
"S3E15 The Bubble",8.101234567891
"S3E16 Apollo, Apollo",8.401234567891
"S3E17 Cutbacks",7.601234567891
"S3E18 Jackie Jormp-Jomp",7.901234567891
"S3E19 The Ones",7.901234567891
"S3E20 The Natural Order",7.901234567891
"S3E21 Mamma Mia",8.001234567891
"S3E22 Kidney Now!",8.601234567891
"S4E1 Season 4",7.801234567891
"S4E2 Into the Crevasse",7.801234567891
"S4E3 Stone Mountain",7.801234567891
"S4E4 Audition Day",7.901234567891
"S4E5 The Problem Solvers",7.901234567891
"S4E6 Sun Tea",7.701234567891
"S4E7 Dealbreakers Talk Show #0001",8.201234567891
"S4E8 Secret Santa",8.001234567891
"S4E9 Klaus and Greta",8.301234567891
"S4E10 Black Light Attack!",8.001234567891
"S4E11 Winter Madness",7.501234567891
"S4E12 Verna",7.601234567891
"S4E13 Anna Howard Shaw Day",8.501234567891
"S4E14 Future Husband",7.801234567891
"S4E15 Don Geiss, America and Hope",8.001234567891
"S4E16 Floyd",7.901234567891
"S4E17 Lee Marvin vs. Derek Jeter",7.901234567891
"S4E18 Khonani",7.501234567891
"S4E19 Argus",7.701234567891
